gene_name,sample_name,season,gene_family,aro_accession,drug_class,high_level_drug_class,resistance_mechanism,model_type,num_contigs,cutoff,contig_coverage_breadth,contig_percent_id,contig_species,num_reads,read_gene_id,read_coverage_breadth,read_coverage_depth,read_species,total_reads,rpm,dpm
tet(O/32/O),Influent_WWTP_2_14_24_MH4_S342,wet,tetracycline-resistant ribosomal protection protein,ARO:3007119,tetracycline antibiotic,tetracycline antibiotic,antibiotic target protection,protein homolog,0,,,,,2,ARO:3007119|ID:5789|Name:tet(O/32/O)|NCBI:AJ295238.3,7.86,0.16,Erysipelatoclostridium ramosum (chromosome): 2; ,11082292,0.7,0.06
tet(O/W),Influent_WWTP_2_14_24_MH4_S342,wet,tetracycline-resistant ribosomal protection protein,ARO:3007121,tetracycline antibiotic,tetracycline antibiotic,antibiotic target protection,protein homolog,0,,,,,5,ARO:3007121|ID:5791|Name:tet(O/W)|NCBI:AY485122.1,19.74,0.37,,11082292,1.75,0.13
tet(O/W/32/O),Influent_WWTP_2_14_24_MH4_S342,wet,tetracycline-resistant ribosomal protection protein,ARO:3007122,tetracycline antibiotic,tetracycline antibiotic,antibiotic target protection,protein homolog,0,,,,,8,ARO:3007122|ID:5792|Name:tet(O/W/32/O)|NCBI:DQ525023.1,23.39,0.63,,11082292,2.8,0.22
tet(Q),Influent_WWTP_2_14_24_MH4_S342,wet,tetracycline-resistant ribosomal protection protein,ARO:3000191,tetracycline antibiotic,tetracycline antibiotic,antibiotic target protection,protein homolog,1,Strict,99.848,96.5,Unknown taxonomy (chromosome),136,ARO:3000191|ID:1183|Name:tet(Q)|NCBI:Z21523.1,100,9.87,,11082292,47.58,3.45
tet(T),Influent_WWTP_2_14_24_MH4_S342,wet,tetracycline-resistant ribosomal protection protein,ARO:3000193,tetracycline antibiotic,tetracycline antibiotic,antibiotic target protection,protein homolog,0,,,,,2,ARO:3000193|ID:2037|Name:tet(T)|NCBI:L42544.1,5.27,0.11,,11082292,0.7,0.04
tet(W),Influent_WWTP_2_14_24_MH4_S342,wet,tetracycline-resistant ribosomal protection protein,ARO:3000194,tetracycline antibiotic,tetracycline antibiotic,antibiotic target protection,protein homolog,2,Nudged;Strict,99.8438,98.475,Unknown taxonomy (chromosome) Unknown taxonomy (chromosome or plasmid),49,ARO:3000194|ID:389|Name:tet(W)|NCBI:AJ222769.3,100,3.41,,11082292,17.14,1.19
tet(W/N/W),Influent_WWTP_2_14_24_MH4_S342,wet,tetracycline-resistant ribosomal protection protein,ARO:3004442,tetracycline antibiotic,tetracycline antibiotic,antibiotic target protection,protein homolog,0,,,,,7,ARO:3004442|ID:2882|Name:tet(W/N/W)|NCBI:KU736867.1,30.47,0.55,,11082292,2.45,0.19
tet(X),Influent_WWTP_2_14_24_MH4_S342,wet,tetracycline inactivation enzyme,ARO:3000205,glycylcycline; tetracycline antibiotic,tetracycline antibiotic,antibiotic inactivation,protein homolog,1,Nudged,41.3882,99.38,Unknown taxonomy (chromosome or plasmid),22,ARO:3000205|ID:776|Name:tet(X)|NCBI:M37699.1,77.29,2.78,,11082292,7.7,0.97
tet(X3),Influent_WWTP_2_14_24_MH4_S342,wet,tetracycline inactivation enzyme,ARO:3004719,glycylcycline; tetracycline antibiotic,tetracycline antibiotic,antibiotic inactivation,protein homolog,1,Nudged,39.5887,100,Unknown taxonomy (chromosome or plasmid),,,,,,11082292,0,0
tet(X4),Influent_WWTP_2_14_24_MH4_S342,wet,tetracycline inactivation enzyme,ARO:3004720,glycylcycline; tetracycline antibiotic,tetracycline antibiotic,antibiotic inactivation,protein homolog,0,,,,,2,ARO:3004720|ID:3402|Name:tet(X4)|NCBI:MK134376.1,23.75,0.26,,11082292,0.7,0.09
tet(Z),Influent_WWTP_2_14_24_MH4_S342,wet,major facilitator superfamily (MFS) antibiotic efflux pump,ARO:3000183,tetracycline antibiotic,tetracycline antibiotic,antibiotic efflux,protein homolog,1,Nudged,1.8182,100,,,,,,,11082292,0,0
tetB(60),Influent_WWTP_2_14_24_MH4_S342,wet,ATP-binding cassette (ABC) antibiotic efflux pump,ARO:3004036,tetracycline antibiotic,tetracycline antibiotic,antibiotic efflux,protein homolog,1,Nudged,1.2069,100,,,,,,,11082292,0,0
ugd,Influent_WWTP_2_14_24_MH4_S342,wet,pmr phosphoethanolamine transferase,ARO:3003577,peptide antibiotic,peptide antibiotic,antibiotic target alteration,protein homolog,1,Nudged,9.5116,97.3,Unknown taxonomy (chromosome),3,ARO:3003577|ID:842|Name:ugd|NCBI:U00096.1,25.71,0.26,,11082292,1.05,0.09
vanS gene in vanO cluster,Influent_WWTP_2_14_24_MH4_S342,wet,vanS; glycopeptide resistance gene cluster,ARO:3002941,glycopeptide antibiotic,glycopeptide antibiotic,antibiotic target alteration,protein homolog,1,Nudged,2.0231,100,,,,,,,11082292,0,0
vanT gene in vanG cluster,Influent_WWTP_2_14_24_MH4_S342,wet,glycopeptide resistance gene cluster; vanT,ARO:3002972,glycopeptide antibiotic,glycopeptide antibiotic,antibiotic target alteration,protein homolog,1,Strict,50.7714,33.7,,,,,,,11082292,0,0
vanW gene in vanG cluster,Influent_WWTP_2_14_24_MH4_S342,wet,vanW; glycopeptide resistance gene cluster,ARO:3002965,glycopeptide antibiotic,glycopeptide antibiotic,antibiotic target alteration,protein homolog,1,Strict,86.5248,31.97,,,,,,,11082292,0,0
vanW gene in vanI cluster,Influent_WWTP_2_14_24_MH4_S342,wet,vanW; glycopeptide resistance gene cluster,ARO:3003724,glycopeptide antibiotic,glycopeptide antibiotic,antibiotic target alteration,protein homolog,1,Strict,23.5294,44.32,,,,,,,11082292,0,0
vanY gene in vanA cluster,Influent_WWTP_2_14_24_MH4_S342,wet,vanY; glycopeptide resistance gene cluster,ARO:3002955,glycopeptide antibiotic,glycopeptide antibiotic,antibiotic target alteration,protein homolog,1,Strict,24.3421,35.63,,,,,,,11082292,0,0
vanY gene in vanB cluster,Influent_WWTP_2_14_24_MH4_S342,wet,vanY; glycopeptide resistance gene cluster,ARO:3002956,glycopeptide antibiotic,glycopeptide antibiotic,antibiotic target alteration,protein homolog,3,Strict,47.9554,52.55666667,,,,,,,11082292,0,0
vanY gene in vanG cluster,Influent_WWTP_2_14_24_MH4_S342,wet,vanY; glycopeptide resistance gene cluster,ARO:3002959,glycopeptide antibiotic,glycopeptide antibiotic,antibiotic target alteration,protein homolog,2,Strict,62.5,40.725,,,,,,,11082292,0,0
vgaB,Influent_WWTP_2_14_24_MH4_S342,wet,vga-type ABC-F protein,ARO:3000118,streptogramin antibiotic; streptogramin A antibiotic; pleuromutilin antibiotic,streptogramin antibiotic; pleuromutilin antibiotic,antibiotic target protection,protein homolog,1,Nudged,1.4467,100,,,,,,,11082292,0,0
AAC(3)-Ib/AAC(6')-Ib3 bifunctional protein,Influent_WWTP_7_31_23_MH2_S477,dry,aminoglycoside bifunctional resistance protein,ARO:3002600,aminoglycoside antibiotic,aminoglycoside antibiotic,antibiotic inactivation,protein homolog,1,Nudged,1.4925,100,,,,,,,20642738,0,0
AAC(3)-Xa,Influent_WWTP_7_31_23_MH2_S477,dry,AAC(3),ARO:3002544,aminoglycoside antibiotic,aminoglycoside antibiotic,antibiotic inactivation,protein homolog,1,Nudged,2.1053,100,,,,,,,20642738,0,0
AAC(6')-Iaj,Influent_WWTP_7_31_23_MH2_S477,dry,AAC(6'),ARO:3003677,aminoglycoside antibiotic,aminoglycoside antibiotic,antibiotic inactivation,protein homolog,1,Nudged,3.7838,100,,,,,,,20642738,0,0
AAC(6')-Ib7,Influent_WWTP_7_31_23_MH2_S477,dry,AAC(6'),ARO:3002578,aminoglycoside antibiotic,aminoglycoside antibiotic,antibiotic inactivation,protein homolog,0,,,,,14,ARO:3002578|ID:2117|Name:AAC(6')-Ib7|NCBI:KR091911.1,35.88,1.58,,20642738,3.65,0.41
ADC-109,Influent_WWTP_7_31_23_MH2_S477,dry,ADC beta-lactamases pending classification for carbapenemase activity,ARO:3006288,cephalosporin,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,1.8229,100,,,,,,,20642738,0,0
ADC-154,Influent_WWTP_7_31_23_MH2_S477,dry,ADC beta-lactamases pending classification for carbapenemase activity,ARO:3006328,cephalosporin,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,1.8229,100,,,,,,,20642738,0,0
AER-1,Influent_WWTP_7_31_23_MH2_S477,dry,AER beta-lactamase,ARO:3002481,penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,6,ARO:3002481|ID:1149|Name:AER-1|NCBI:U14748.1,52.57,0.99,,20642738,1.57,0.26
ANT(3'')-IIa,Influent_WWTP_7_31_23_MH2_S477,dry,ANT(3''),ARO:3004089,aminoglycoside antibiotic,aminoglycoside antibiotic,antibiotic inactivation,protein homolog,1,Nudged,54.9383,99.44,Unknown taxonomy (chromosome or plasmid),13,ARO:3004089|ID:2752|Name:ANT(3'')-IIa|NCBI:X02340.1,65.64,1.71,,20642738,3.39,0.45
ANT(3'')-Ib,Influent_WWTP_7_31_23_MH2_S477,dry,ANT(3''),ARO:3005062,aminoglycoside antibiotic,aminoglycoside antibiotic,antibiotic inactivation,protein homolog,1,Nudged,2.6217,100,,,,,,,20642738,0,0
ANT(6)-Ia,Influent_WWTP_7_31_23_MH2_S477,dry,ANT(6),ARO:3002626,aminoglycoside antibiotic,aminoglycoside antibiotic,antibiotic inactivation,protein homolog,1,Nudged,2.4306,100,,,,,,,20642738,0,0
APH(2'')-IVa,Influent_WWTP_7_31_23_MH2_S477,dry,APH(2''),ARO:3002637,aminoglycoside antibiotic,aminoglycoside antibiotic,antibiotic inactivation,protein homolog,0,,,,,10,ARO:3002637|ID:384|Name:APH(2'')-IVa|NCBI:AF016483.1,25.72,1.29,Enterococcus faecium (chromosome or plasmid): 5; Enterococcus faecium (plasmid): 5; ,20642738,2.61,0.34
APH(3'')-Ib,Influent_WWTP_7_31_23_MH2_S477,dry,APH(3''),ARO:3002639,aminoglycoside antibiotic,aminoglycoside antibiotic,antibiotic inactivation,protein homolog,2,Nudged,89.5522,99.1,Unknown taxonomy (chromosome or plasmid),19,ARO:3002639|ID:1830|Name:APH(3'')-Ib|NCBI:AF313472.2,90.05,3.31,,20642738,4.96,0.86
APH(3')-IIb,Influent_WWTP_7_31_23_MH2_S477,dry,APH(3'),ARO:3002645,aminoglycoside antibiotic,aminoglycoside antibiotic,antibiotic inactivation,protein homolog,1,Nudged,2.6022,100,,,,,,,20642738,0,0
APH(6)-Id,Influent_WWTP_7_31_23_MH2_S477,dry,APH(6),ARO:3002660,aminoglycoside antibiotic,aminoglycoside antibiotic,antibiotic inactivation,protein homolog,1,Nudged,76.3441,100,Unknown taxonomy (chromosome or plasmid),20,ARO:3002660|ID:1031|Name:APH(6)-Id|NCBI:AF024602.1,76.58,3.29,,20642738,5.22,0.86
AxyY,Influent_WWTP_7_31_23_MH2_S477,dry,resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3004144,macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin,fluoroquinolone antibiotic; beta-lactam antibiotic; aminoglycoside antibiotic; macrolide antibiotic,antibiotic efflux,protein homolog,0,,,,,22,ARO:3004144|ID:2799|Name:AxyY|NCBI:AFRQ01000061.1,19.85,0.34,Pseudomonas chlororaphis (chromosome): 1; Pseudomonas fluorescens (chromosome): 1; ,20642738,5.74,0.09
BCL-1,Influent_WWTP_7_31_23_MH2_S477,dry,BCL Beta-lactamase,ARO:3004749,penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,2.2727,100,,,,,,,20642738,0,0
BKC-2,Influent_WWTP_7_31_23_MH2_S477,dry,BKC Beta-lactamase,ARO:3006223,carbapenem,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,1.9108,100,,,,,,,20642738,0,0
Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin,Influent_WWTP_7_31_23_MH2_S477,dry,rifamycin-resistant beta-subunit of RNA polymerase (rpoB),ARO:3004480,rifamycin antibiotic,rifamycin antibiotic,antibiotic target alteration; antibiotic target replacement,protein homolog,0,,,,,28,ARO:3004480|ID:2914|Name:Bifidobacterium_adolescentis_rpoB_mutants_conferring_resistance_to_rifampicin|NCBI:NC_008618.1,43.41,0.21,Bifidobacterium longum (chromosome): 1; ,20642738,7.3,0.05
Bifidobacterium bifidum ileS conferring resistance to mupirocin,Influent_WWTP_7_31_23_MH2_S477,dry,antibiotic-resistant isoleucyl-tRNA synthetase (ileS),ARO:3003730,mupirocin-like antibiotic,mupirocin-like antibiotic,antibiotic target alteration,protein homolog,1,Nudged,0.6318,100,,,,,,,20642738,0,0
Brucella suis mprF,Influent_WWTP_7_31_23_MH2_S477,dry,defensin resistant mprF,ARO:3003772,peptide antibiotic,peptide antibiotic,antibiotic target alteration,protein homolog,1,Nudged,0.7946,100,,,,,,,20642738,0,0
CARB-45,Influent_WWTP_7_31_23_MH2_S477,dry,CARB beta-lactamase,ARO:3005579,penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,2.8169,100,,,,,,,20642738,0,0
CAU-1,Influent_WWTP_7_31_23_MH2_S477,dry,CAU beta-lactamase,ARO:3000855,carbapenem; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,7,ARO:3000855|ID:1109|Name:CAU-1|NCBI:AJ308331.1,37.01,0.52,,20642738,1.83,0.14
Corynebacterium striatum tetA,Influent_WWTP_7_31_23_MH2_S477,dry,major facilitator superfamily (MFS) antibiotic efflux pump,ARO:3004639,penam; tetracycline antibiotic,tetracycline antibiotic; beta-lactam antibiotic,antibiotic efflux,protein homolog,1,Nudged,1.5564,100,,,,,,,20642738,0,0
DHA-12,Influent_WWTP_7_31_23_MH2_S477,dry,DHA beta-lactamase,ARO:3002143,cephalosporin; cephamycin,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,2.1053,100,,,,,,,20642738,0,0
EreA,Influent_WWTP_7_31_23_MH2_S477,dry,macrolide esterase,ARO:3000361,macrolide antibiotic,macrolide antibiotic,antibiotic inactivation,protein homolog,0,,,,,2,ARO:3000361|ID:991|Name:EreA|NCBI:AY183453.1,6.47,0.13,,20642738,0.52,0.03
EreA2,Influent_WWTP_7_31_23_MH2_S477,dry,macrolide esterase,ARO:3002826,macrolide antibiotic,macrolide antibiotic,antibiotic inactivation,protein homolog,0,,,,,2,ARO:3002826|ID:1518|Name:EreA2|NCBI:AF099140.1,12.31,0.25,,20642738,0.52,0.07
ErmB,Influent_WWTP_7_31_23_MH2_S477,dry,Erm 23S ribosomal RNA methyltransferase,ARO:3000375,macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic,streptogramin antibiotic; macrolide antibiotic; lincosamide antibiotic,antibiotic target alteration,protein homolog,1,Nudged,28.5141,98.59,Streptococcus suis (chromosome or plasmid),4,ARO:3000375|ID:1549|Name:ErmB|NCBI:AF242872.1,69.21,0.77,Streptococcus suis (chromosome or plasmid): 2; ,20642738,1.04,0.2
ErmF,Influent_WWTP_7_31_23_MH2_S477,dry,Erm 23S ribosomal RNA methyltransferase,ARO:3000498,macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic,streptogramin antibiotic; macrolide antibiotic; lincosamide antibiotic,antibiotic target alteration,protein homolog,0,,,,,2,ARO:3000498|ID:621|Name:ErmF|NCBI:M17124.1,8.74,0.17,,20642738,0.52,0.04
ErmU,Influent_WWTP_7_31_23_MH2_S477,dry,Erm 23S ribosomal RNA methyltransferase,ARO:3001305,macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic,streptogramin antibiotic; macrolide antibiotic; lincosamide antibiotic,antibiotic target alteration,protein homolog,1,Nudged,2.8674,100,,,,,,,20642738,0,0
Escherichia coli mdfA,Influent_WWTP_7_31_23_MH2_S477,dry,major facilitator superfamily (MFS) antibiotic efflux pump,ARO:3001328,tetracycline antibiotic; disinfecting agents and antiseptics,disinfecting agents and antiseptics; tetracycline antibiotic,antibiotic efflux,protein homolog,1,Nudged,1.4599,100,,,,,,,20642738,0,0
FAR-1,Influent_WWTP_7_31_23_MH2_S477,dry,FAR beta-lactamase,ARO:3004784,penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,2.6846,100,,,,,,,20642738,0,0
HelR,Influent_WWTP_7_31_23_MH2_S477,dry,helicase-like RNA polymerase protection protein,ARO:3007208,rifamycin antibiotic,rifamycin antibiotic,antibiotic target protection,protein homolog,1,Nudged,0.8299,100,,,,,,,20642738,0,0
IND-8,Influent_WWTP_7_31_23_MH2_S477,dry,IND beta-lactamase,ARO:3002264,carbapenem,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,1,ARO:3002264|ID:2042|Name:IND-8|NCBI:GU186044.1,2.36,0.02,,20642738,0.26,0.01
MCR-1.29,Influent_WWTP_7_31_23_MH2_S477,dry,MCR phosphoethanolamine transferase,ARO:3007241,peptide antibiotic,peptide antibiotic,antibiotic target alteration,protein homolog,1,Nudged,1.476,100,,,,,,,20642738,0,0
MCR-5.1,Influent_WWTP_7_31_23_MH2_S477,dry,MCR phosphoethanolamine transferase,ARO:3004332,peptide antibiotic,peptide antibiotic,antibiotic target alteration,protein homolog,0,,,,,4,ARO:3004332|ID:2849|Name:MCR-5.1|NCBI:KY807920.1,13.08,0.37,,20642738,1.04,0.1
MexB,Influent_WWTP_7_31_23_MH2_S477,dry,resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3000378,macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem,fluoroquinolone antibiotic; sulfonamide antibiotic; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; beta-lactam antibiotic; macrolide antibiotic; phenicol antibiotic; diaminopyrimidine antibiotic,antibiotic efflux,protein homolog,0,,,,,24,ARO:3000378|ID:1925|Name:MexB|NCBI:L11616.1,29.26,0.19,,20642738,6.26,0.05
MexD,Influent_WWTP_7_31_23_MH2_S477,dry,resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3000801,macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,fluoroquinolone antibiotic; macrolide antibiotic; aminoglycoside antibiotic; tetracycline antibiotic; diaminopyrimidine antibiotic; aminocoumarin antibiotic; phenicol antibiotic; beta-lactam antibiotic,antibiotic efflux,protein homolog,0,,,,,22,ARO:3000801|ID:1523|Name:MexD|NCBI:U57969.1,30.01,0.05,Pseudomonas fluorescens (chromosome): 1; Pseudomonas (chromosome): 2; ,20642738,5.74,0.01
MexF,Influent_WWTP_7_31_23_MH2_S477,dry,resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3000804,fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,diaminopyrimidine antibiotic; fluoroquinolone antibiotic; phenicol antibiotic,antibiotic efflux,protein homolog,0,,,,,33,ARO:3000804|ID:1300|Name:MexF|NCBI:AE004091.2,42.3,0.8,Pseudomonas fluorescens (chromosome): 4; ,20642738,8.61,0.21
MexK,Influent_WWTP_7_31_23_MH2_S477,dry,resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3003693,macrolide antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics,macrolide antibiotic; disinfecting agents and antiseptics; tetracycline antibiotic,antibiotic efflux,protein homolog,0,,,,,8,ARO:3003693|ID:2206|Name:MexK|NCBI:AE004091.2,21.38,0.05,,20642738,2.09,0.01
MexW,Influent_WWTP_7_31_23_MH2_S477,dry,resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3003031,macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,fluoroquinolone antibiotic; disinfecting agents and antiseptics; macrolide antibiotic; tetracycline antibiotic; phenicol antibiotic,antibiotic efflux,protein homolog,0,,,,,30,ARO:3003031|ID:2208|Name:MexW|NCBI:NC_002516.2,34.22,0.15,,20642738,7.83,0.04
MuxB,Influent_WWTP_7_31_23_MH2_S477,dry,resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3004074,macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic,macrolide antibiotic; aminocoumarin antibiotic; tetracycline antibiotic; beta-lactam antibiotic,antibiotic efflux,protein homolog,1,Nudged,0.6705,100,,50,ARO:3004074|ID:2718|Name:MuxB|NCBI:AE004091.2,53.7,0.43,,20642738,13.04,0.11
OXA-118,Influent_WWTP_7_31_23_MH2_S477,dry,OXA beta-lactamase,ARO:3001768,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,2,ARO:3001768|ID:1937|Name:OXA-118|NCBI:AF371964.1,18.85,0.38,,20642738,0.52,0.1
OXA-205,Influent_WWTP_7_31_23_MH2_S477,dry,OXA beta-lactamase,ARO:3001483,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,2,ARO:3001483|ID:1572|Name:OXA-205|NCBI:JF800667.1,18.85,0.38,,20642738,0.52,0.1
OXA-544,Influent_WWTP_7_31_23_MH2_S477,dry,OXA beta-lactamase,ARO:3005222,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,1,Nudged,39.8551,100,Unknown taxonomy (chromosome or plasmid),9,ARO:3005222|ID:3944|Name:OXA-544|NCBI:LLMY01000078.1,52.42,1.47,,20642738,2.35,0.38
OXA-641,Influent_WWTP_7_31_23_MH2_S477,dry,OXA beta-lactamase,ARO:3005333,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,2,ARO:3005333|ID:4065|Name:OXA-641|NCBI:NG_057486.1,39.02,0.39,,20642738,0.52,0.1
OXA-9,Influent_WWTP_7_31_23_MH2_S477,dry,OXA beta-lactamase,ARO:3001404,carbapenem; cephalosporin; penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,6,ARO:3001404|ID:243|Name:OXA-9|NCBI:M55547.1,36.61,1.1,,20642738,1.57,0.29
OpmH,Influent_WWTP_7_31_23_MH2_S477,dry,resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3003682,disinfecting agents and antiseptics,disinfecting agents and antiseptics,antibiotic efflux,protein homolog,0,,,,,5,ARO:3003682|ID:2195|Name:OpmH|NCBI:AE004091.2,33.06,0.1,,20642738,1.3,0.03
